id,price
700010085020140926T000000,445255
403740028020140923T000000,480577
142340016020140618T000000,147103
776740006020141119T000000,680450
946590050020140617T000000,890913
383125015020150326T000000,620724
524540003020150223T000000,165522
178200016020140530T000000,337091
243620039520140610T000000,871196
934870002020140825T000000,987217
079700033020150402T000000,365046
322204911220150507T000000,604782
010920014020150506T000000,467878
212504913920140806T000000,860489
329180014020141107T000000,238554
333300143020140912T000000,628128
788360070020150122T000000,160768
666241025020150321T000000,603832
030500017020140610T000000,682801
132505908320140527T000000,528212
812210069020140623T000000,498008
193730028020141030T000000,480031
889870082020140707T000000,182453
559290028520141104T000000,651648
036900004520141010T000000,583858
947700030020140728T000000,570546
811860008020150220T000000,493391
272205901020140618T000000,688656
982820054520140513T000000,548388
422220021020140522T000000,259550
605240163120150205T000000,318569
538100041120150410T000000,179606
561210006520140529T000000,538031
075200003520140520T000000,719506
544830015020150105T000000,625207
433880060020140609T000000,231946
144280040020140628T000000,402659
816550151020141125T000000,418812
222530058520141120T000000,529124
984230003620141008T000000,300887
220550040020140514T000000,447199
614660017020140703T000000,-6726
169700037020150325T000000,114633
865141009020150508T000000,49667
675130038520150424T000000,494554
684070116020141029T000000,590178
363008007020140710T000000,267480
150480005020150312T000000,823062
743650036020140606T000000,425775
042504918120140912T000000,370708
556140014020140521T000000,529137
313410016220140717T000000,749298
431570017520140612T000000,425423
803270007220150415T000000,379217
777200001020150309T000000,625293
435870013520141118T000000,736797
124500182020150429T000000,564177
885600473020140917T000000,265238
111800046520150312T000000,1122983
264140029020141028T000000,369119
500600003520150427T000000,201222
326020011020141208T000000,810763
018500016120141015T000000,283957
717020008520150327T000000,425287
142308905520140613T000000,806425
808340006620150423T000000,722224
397540026020140902T000000,719463
142340022520140721T000000,154665
405115007020141223T000000,65848
390492073020150427T000000,757942
856279015020140626T000000,813785
388580610520140521T000000,1189228
602150032020150507T000000,549539
362996068020140926T000000,409120
733460073020141211T000000,157777
064330018020140523T000000,507814
525570016020140805T000000,812143
856272042020150430T000000,1400853
947720153020150423T000000,461580
757570001520140710T000000,802784
068200003020140703T000000,685483
436470087520140729T000000,249556
358275012020140715T000000,697810
728710013520141001T000000,548691
800160013020150501T000000,401905
857090002320141010T000000,185969
075100002020140626T000000,344163
614560151020140822T000000,447748
865144074020150121T000000,240331
607160034020141113T000000,565455
780290022420140707T000000,624977
712930420020141222T000000,295400
785337002020141014T000000,695014
760580009020150108T000000,824689
032205909720141105T000000,320319
645030382020140930T000000,287007
894639004020140508T000000,409577
614660059520150410T000000,183361
762570261520150114T000000,121860
251710120020140707T000000,288986
132172017020140817T000000,1001620
006500021020140626T000000,507341
132407908220141117T000000,320206
117600131020150304T000000,1376728
111570004020141201T000000,678754
613980039020141006T000000,601512
436470060020150330T000000,231333
109961083020141202T000000,182112
926570000520140822T000000,458764
722850190320140805T000000,427136
278091010020141218T000000,273304
195463008020140619T000000,920431
725400010020141215T000000,552772
001300246020150318T000000,419631
422197006020150506T000000,442468
082203911120150327T000000,611135
612760003620141105T000000,667661
730430104520150203T000000,288065
684470341020140924T000000,588160
510140526520140911T000000,496586
722970016520141202T000000,364771
911320029020140625T000000,756205
721266052020150326T000000,174848
431920006020140709T000000,865579
248500007620150122T000000,1218668
638150215520150116T000000,439391
362992106020140715T000000,758950
142406905620140805T000000,930567
155990008020141121T000000,452637
278500029020140507T000000,600338
941840024020141028T000000,458504
201380135020150220T000000,133348
738530002020140613T000000,771671
531810050420140728T000000,465081
785540033020140604T000000,893658
682110235020150109T000000,351539
885692011020150504T000000,491230
785211069020140522T000000,665837
375160078420150403T000000,370241
685570008020140714T000000,305839
685270052020150406T000000,438965
133780106020150305T000000,688188
352403914420141007T000000,694314
322620010520140523T000000,481233
312604926120150316T000000,261712
712930052020141013T000000,211012
022605906520140903T000000,613288
927020016020141028T000000,511662
104270005020140723T000000,699194
332406907020140707T000000,257895
117500007320140606T000000,601399
607200044020150206T000000,651048
641460026020141030T000000,399028
546950286020150107T000000,573731
103640020020150213T000000,522529
137780013520150402T000000,515790
729270000520141014T000000,829280
515320050620140731T000000,172524
212303903220141027T000000,987287
413696001020150327T000000,833352
510140391520150403T000000,357878
944830006120140708T000000,250962
092300028020140722T000000,977798
327860090020141231T000000,422248
202570020020150220T000000,162772
614660017520141107T000000,92835
726620008520150325T000000,587501
868228027020140903T000000,547941
334210322820140804T000000,619842
202577056020141103T000000,1335380
927620216020141126T000000,622410
383063009020150417T000000,204419
082206906620150223T000000,208068
153090029020141007T000000,645217
789980004520141202T000000,119195
681780115020150330T000000,553610
814630020520140710T000000,504891
026300035920140630T000000,452254
882290102420150423T000000,320419
062965038020150123T000000,148193
122603912420150428T000000,505447
674470034320141209T000000,670857
941360001020150206T000000,531336
062942008020140820T000000,729453
029307031020150213T000000,975034
925090012420150505T000000,452710
214090010020150203T000000,229297
112006903620141218T000000,287957
135730024020141027T000000,462888
317910048220150126T000000,394693
538100004820150427T000000,60548
293730005020150227T000000,1124514
785342011020141003T000000,648860
927420410020140910T000000,465904
278725008020150327T000000,702626
087100173520140911T000000,554045
177310012120140623T000000,223964
912610076520140801T000000,412751
172105928620150121T000000,491114
881840049020140611T000000,590190
501400010020140924T000000,427531
364410010120140707T000000,246888
027200012520140829T000000,306245
261830019020141224T000000,247052
865141074020150219T000000,18872
338090012520140527T000000,466069
358650107520150109T000000,766285
516970002220140915T000000,412594
796790015020150430T000000,624548
894639015020140722T000000,325092
286920011020140621T000000,1009304
502190016020140618T000000,422555
352800004020150326T000000,1512441
701070101620150209T000000,403224
389250015020140521T000000,1444709
412381009020140909T000000,419853
548680007020140620T000000,1311124
608300008320140611T000000,234883
343850243720150203T000000,370974
801860088020140611T000000,160803
177835007020140509T000000,828076
918470053520150413T000000,1006591
118000062520141029T000000,264378
785330139020140821T000000,927806
785330124020140717T000000,353819
025960053020140505T000000,433273
756870021520150312T000000,506164
865120008020140619T000000,1068065
242441011020140611T000000,245011
317910006020140916T000000,939363
892900038020140805T000000,415311
258190006020150402T000000,472719
407780008820140811T000000,657704
305680023020140820T000000,262919
882490002020150327T000000,782096
692960094520140825T000000,334303
072304915620141112T000000,238386
172304956720140730T000000,167389
757491042020141201T000000,838905
336240043120140626T000000,529067
755080122020150227T000000,450768
291100010020150310T000000,204847
541240017020150414T000000,201080
303420036620141203T000000,545470
867220011020150317T000000,1148650
413943091020141021T000000,1322746
880781009020140925T000000,226921
317910230520140717T000000,572931
894460062020140703T000000,560853
390410003520140508T000000,311643
719933001020150417T000000,431141
241460040020140805T000000,274401
894180010020150427T000000,1084932
416660047320141209T000000,584144
806800058520140827T000000,240330
781280031020140625T000000,158975
292604943720141014T000000,437021
363020052020150421T000000,622537
162405921920141105T000000,837336
381980028020140819T000000,401809
722450037520140715T000000,332474
541651014020140710T000000,390543
882590046520140507T000000,631670
072304959620140509T000000,133770
390512054020140618T000000,514215
151591029020140825T000000,519049
051850046020141008T000000,1904355
685270047620141211T000000,547134
421740119520150303T000000,783314
024900018020141201T000000,1173778
954720034020150120T000000,612666
160460122520150420T000000,484462
343850108120141215T000000,229856
812770044020141211T000000,596595
812630041020140725T000000,612152
785215053020140911T000000,298089
186140011620150116T000000,644322
635400005020140908T000000,838882
299780001520150407T000000,327685
082507901920141203T000000,773056
873300004520141007T000000,360789
197220042820140625T000000,440102
295440052020150430T000000,1391171
788360342520140529T000000,268938
062730019520150303T000000,808071
444130017020150112T000000,1250155
327480050520150424T000000,390579
212100030020150219T000000,630278
330070048020140820T000000,307798
923890006020140529T000000,392106
375160017620150306T000000,2899
144640071520150422T000000,215329
433100059520140910T000000,315649
142506911620141107T000000,1205996
320485014020141112T000000,488639
336140206620150403T000000,644979
809141093020150323T000000,373138
724280004020150120T000000,480776
247310079020140718T000000,251399
343850302120141105T000000,556143
228890014020141218T000000,892045
333200013520140612T000000,327790
869145012020150227T000000,904083
541651020020140929T000000,391983
312605902720150318T000000,1641922
402770126520150501T000000,847923
441560004020141129T000000,256842
680460024020150211T000000,627671
404020049020140820T000000,447410
379350092020140731T000000,339743
940715025020140924T000000,203341
377530003020141231T000000,475884
177580109020140530T000000,575010
390492125020141010T000000,727234
572750056120150414T000000,386683
797260144520150116T000000,780240
388810002220140925T000000,608803
666915079020140731T000000,340242
954284041020141108T000000,174624
282205918120150413T000000,274092
681780084020150325T000000,300094
145360228320150507T000000,387208
779581011020150512T000000,293367
868223095020150317T000000,497238
569350084620150420T000000,402370
112506913420150430T000000,785345
793760038020150217T000000,333271
225550006020150218T000000,652597
868231043020140914T000000,484603
757550004020141212T000000,-140369
790220001520150429T000000,636761
041510008520150217T000000,331255
503530083420140530T000000,567024
436520042520140624T000000,242306
234570026020150406T000000,460836
947700127020150316T000000,466892
447340004520140826T000000,576800
343850016820150507T000000,293851
032104909020140626T000000,380645
570170001120140523T000000,1479990
362986016020141028T000000,886429
232660013020150225T000000,961868
542301035020150210T000000,832279
620420017020140709T000000,770453
674470018120150217T000000,679409
802420085520140728T000000,476826
664990030120141231T000000,747861
143870004020140825T000000,906477
558990059020140505T000000,611520
417850044020150128T000000,190504
619050038020141027T000000,877484
101600008020141125T000000,237335
332000081020150224T000000,266550
403870029020150423T000000,527750
152630001520140612T000000,404810
864590008020140827T000000,243275
074050007020141006T000000,327144
560801065020150408T000000,1038936
193130068820150429T000000,444628
395940040020140709T000000,788726
614765043020150407T000000,470666
374400015020140928T000000,557401
733540034520140528T000000,-8954
792300036020150120T000000,451458
701070058020150303T000000,530748
297680079620140925T000000,212280
364910067620150219T000000,797474
812770073520140616T000000,955360
277060174120141106T000000,352249
720234059020141014T000000,766579
144100035020140915T000000,639177
752410028020140612T000000,146870
674670060520150128T000000,543014
202570119020150507T000000,163294
730200021020141107T000000,529732
281860001020150314T000000,1187667
265800011520140618T000000,261496
111720055020141014T000000,1018601
558990076120150501T000000,300220
980870002520150211T000000,612572
525980009020150427T000000,226466
352896002020140708T000000,615623
052207901520150322T000000,429522
751850306520140623T000000,397645
795030409520150217T000000,305989
414245048020140703T000000,180361
512700067020150318T000000,349681
413689028020150327T000000,277765
783180046020140502T000000,236287
221480027020140925T000000,479386
423290259520141114T000000,811963
133680001020140613T000000,1194125
144640385020150114T000000,131800
926871022020140528T000000,254259
785641043020140530T000000,1496955
328820003020140829T000000,558089
812770041020141015T000000,414693
811360000420140520T000000,561343
785331015020140722T000000,593773
722200039320140703T000000,278199
372380041520141015T000000,404267
793760008720141209T000000,437199
670039021020140708T000000,300522
362206912220140903T000000,798555
607230080020150505T000000,648033
382410016620141122T000000,626811
330770040520140723T000000,405135
866520002020140623T000000,540480
612650006020141124T000000,518047
024190006020140626T000000,505772
019260010020140626T000000,556657
733440100020150414T000000,92423
278123023020150204T000000,551965
082205905920150325T000000,51285
121100028020150504T000000,207779
936870022320150202T000000,440283
222505924020141028T000000,932952
541651053020141124T000000,430111
276770486020140728T000000,600393
215980012020150317T000000,742862
154660012520140703T000000,682374
506640048320141120T000000,165245
357530293820140620T000000,239045
280410009520140516T000000,721832
390510074020140608T000000,421105
327900012020141222T000000,325141
287710134020150318T000000,338660
787840013520141120T000000,481522
344800141220150430T000000,270272
402770063220140609T000000,636862
662340019320140903T000000,433363
320540029020150406T000000,429169
297680074920141031T000000,162402
363011051020140804T000000,452035
012303937620140820T000000,448908
364910001520150513T000000,546047
132006924920141020T000000,41374
685270024620140923T000000,842803
739910021020141126T000000,333911
413706027020150105T000000,378419
154660002020150114T000000,693921
933180058020150310T000000,248111
293810000520140829T000000,135306
866916017020140522T000000,219598
247335071020141027T000000,527177
444980059520140922T000000,551882
643050008620150116T000000,339853
092105913220140813T000000,197004
607270011020140520T000000,717823
910900005020140709T000000,299946
864890011020140826T000000,468473
722140049520140717T000000,543051
029000007520150225T000000,439204
762570335420140730T000000,335617
433700007020150309T000000,103037
177590022020140922T000000,355943
926820034820141028T000000,502172
255082006020150428T000000,239948
029131012020141209T000000,245462
092606919220140926T000000,1089973
393190029520150423T000000,754215
785330097020150421T000000,309741
681780141020140624T000000,269012
881890025020140507T000000,509223
602150153520140725T000000,604878
745700000520140926T000000,978018
131090026020141013T000000,500094
143270042020140728T000000,293306
809250140020150318T000000,382049
172606906420150324T000000,416386
954200005020140808T000000,670393
778500022020141013T000000,466458
808190019520141210T000000,554984
739930085020141003T000000,334204
788580029020141103T000000,572931
339682015020140506T000000,723850
113741004020140527T000000,543581
808240001120150406T000000,486552
502945029020141003T000000,263372
111700005020150313T000000,385588
291720036520140610T000000,503675
769550020020150323T000000,518262
247520118020150206T000000,313566
932360006020140715T000000,1038039
359250086620150402T000000,968877
202570079020140811T000000,232871
276770434520140520T000000,413054
327861306020140805T000000,415313
420240013520140626T000000,265280
720500008020141201T000000,332781
246190051020140926T000000,197785
769420038020140922T000000,370558
262175035020150326T000000,375883
131120046020140618T000000,318756
720316019020141029T000000,1028925
778792025020150501T000000,764827
721471127020141204T000000,697957
926885180020140505T000000,362216
107000011020141218T000000,714162
272205907520140811T000000,676338
390498003020150414T000000,447951
262408904020150217T000000,68562
798540008920140515T000000,316030
723040040020150326T000000,244771
402530028520141029T000000,386988
362607904020140730T000000,761352
417850015020140922T000000,251111
611540000820150226T000000,596622
927420180920141119T000000,495040
202106905920140626T000000,226799
301330005520140602T000000,557075
264800007120150306T000000,269550
052504908520140918T000000,645802
869144033020140929T000000,1183938
404660082020150224T000000,473707
179635008020140623T000000,158958
321100093020150316T000000,284724
403590008520141117T000000,417932
750401056020140509T000000,1077325
891710018020140604T000000,601591
242405913920150206T000000,1111074
259755009020140905T000000,591366
202604906720140702T000000,596939
635260065020150402T000000,935197
253840004020140524T000000,959671
051450023520141020T000000,353609
932360028020150211T000000,875607
243670061020150422T000000,459744
404040034020140905T000000,444795
